report_year,jurisdiction,program,phase,published_count,recomputed_count,delta,tolerance,within_tolerance,published_dollars,recomputed_dollars,dollar_delta,classification
2021,MI,STTR,Phase II,9,8,-1,6,True,8885828,10668235,1782407,revised_upstream
2021,MN,SBIR,Phase I,41,40,-1,8,True,10595057,9580097,-1014960,revised_upstream
2021,MN,SBIR,Phase II,21,24,3,6,True,35297091,33952561,-1344530,revised_upstream
2021,MN,STTR,Phase I,8,7,-1,6,True,1738258,1521201,-217057,revised_upstream
2021,MN,STTR,Phase II,3,2,-1,6,True,2368596,2746663,378067,revised_upstream
2021,MO,SBIR,Phase I,19,22,3,6,True,3857494,4102479,244985,revised_upstream
2021,MO,SBIR,Phase II,22,20,-2,6,True,31119317,33879962,2760645,revised_upstream
2021,MO,STTR,Phase I,6,6,0,6,True,1618856,1540356,-78500,revised_upstream
2021,MO,STTR,Phase II,6,6,0,6,True,6487512,9303906,2816394,revised_upstream
2021,MS,SBIR,Phase I,1,1,0,6,True,236969,236969,0,exact
2021,MS,SBIR,Phase II,1,1,0,6,True,1244320,760000,-484320,revised_upstream
2021,MS,STTR,Phase I,0,0,0,6,True,0,0,0,exact
2021,MS,STTR,Phase II,0,0,0,6,True,0,0,0,exact
2021,MT,SBIR,Phase I,11,11,0,6,True,1988478,1988478,0,exact
2021,MT,SBIR,Phase II,6,4,-2,6,True,5396635,6122554,725919,revised_upstream
2021,MT,STTR,Phase I,2,2,0,6,True,447787,447787,0,exact
2021,MT,STTR,Phase II,3,3,0,6,True,5130711,4434649,-696062,revised_upstream
2021,NC,SBIR,Phase I,115,128,13,23,True,27453865,28853760,1399895,revised_upstream
2021,NC,SBIR,Phase II,75,80,5,15,True,115930370,109621076,-6309294,revised_upstream
2021,NC,STTR,Phase I,31,32,1,6,True,8184543,7636635,-547908,revised_upstream
2021,NC,STTR,Phase II,6,7,1,6,True,7894630,11512034,3617404,revised_upstream
2021,ND,SBIR,Phase I,1,1,0,6,True,249886,249886,0,exact
2021,ND,SBIR,Phase II,0,1,1,6,True,0,499826,499826,revised_upstream
2021,ND,STTR,Phase I,0,0,0,6,True,0,0,0,exact
2021,ND,STTR,Phase II,0,0,0,6,True,0,0,0,exact
2021,NE,SBIR,Phase I,5,5,0,6,True,669188,617188,-52000,revised_upstream
2021,NE,SBIR,Phase II,4,4,0,6,True,4487515,5338470,850955,revised_upstream
2021,NE,STTR,Phase I,2,2,0,6,True,501999,449999,-52000,revised_upstream
2021,NE,STTR,Phase II,0,0,0,6,True,0,0,0,exact
2021,NH,SBIR,Phase I,35,34,-1,7,True,5852601,5402203,-450398,revised_upstream
2021,NH,SBIR,Phase II,23,24,1,6,True,41260667,30795463,-10465204,revised_upstream
2021,NH,STTR,Phase I,6,6,0,6,True,1292714,1428229,135515,revised_upstream
2021,NH,STTR,Phase II,2,2,0,6,True,2351063,2087826,-263237,revised_upstream
2021,NJ,SBIR,Phase I,56,60,4,11,True,9918239,11347982,1429743,revised_upstream
2021,NJ,SBIR,Phase II,47,50,3,9,True,56047246,65972362,9925116,revised_upstream
2021,NJ,STTR,Phase I,22,22,0,6,True,4098911,4330835,231924,revised_upstream
2021,NJ,STTR,Phase II,8,8,0,6,True,5636602,7639937,2003335,revised_upstream
2021,NM,SBIR,Phase I,49,48,-1,10,True,8113476,7271749,-841727,revised_upstream
2021,NM,SBIR,Phase II,21,21,0,6,True,29141846,26125781,-3016065,revised_upstream
2021,NM,STTR,Phase I,9,9,0,6,True,1262752,1262752,0,exact
2021,NM,STTR,Phase II,1,1,0,6,True,758628,1472588,713960,revised_upstream
2021,NV,SBIR,Phase I,8,7,-1,6,True,1147684,1097690,-49994,revised_upstream
2021,NV,SBIR,Phase II,2,2,0,6,True,2376284,1498408,-877876,revised_upstream
2021,NV,STTR,Phase I,0,2,2,6,True,0,262713,262713,revised_upstream
2021,NV,STTR,Phase II,2,2,0,6,True,1302426,2300000,997574,revised_upstream
2021,NY,SBIR,Phase I,142,143,1,28,True,27711635,29320521,1608886,revised_upstream
2021,NY,SBIR,Phase II,89,85,-4,18,True,115323799,97616066,-17707733,revised_upstream
2021,NY,STTR,Phase I,46,48,2,9,True,8388381,10232348,1843967,revised_upstream
2021,NY,STTR,Phase II,12,15,3,6,True,17038782,22737387,5698605,revised_upstream
2021,OH,SBIR,Phase I,135,134,-1,27,True,21396685,20940432,-456253,revised_upstream
2021,OH,SBIR,Phase II,76,75,-1,15,True,90558868,79032175,-11526693,revised_upstream
2021,OH,STTR,Phase I,76,74,-2,15,True,10733127,10388266,-344861,revised_upstream
2021,OH,STTR,Phase II,27,26,-1,6,True,21886772,25052999,3166227,revised_upstream
2021,OK,SBIR,Phase I,18,17,-1,6,True,2505581,2256203,-249378,revised_upstream
2021,OK,SBIR,Phase II,8,8,0,6,True,11047590,8149024,-2898566,revised_upstream
2021,OK,STTR,Phase I,8,6,-2,6,True,988514,714959,-273555,revised_upstream
2021,OK,STTR,Phase II,0,0,0,6,True,0,0,0,exact
2021,OR,SBIR,Phase I,49,51,2,10,True,8842132,9936540,1094408,revised_upstream
2021,OR,SBIR,Phase II,18,20,2,6,True,28213657,31628011,3414354,revised_upstream
2021,OR,STTR,Phase I,9,9,0,6,True,1432882,1417993,-14889,revised_upstream
2021,OR,STTR,Phase II,5,6,1,6,True,3593692,7654435,4060743,revised_upstream
2021,PA,SBIR,Phase I,115,120,5,23,True,22715362,22152766,-562596,revised_upstream
2021,PA,SBIR,Phase II,80,74,-6,16,True,127417703,106918250,-20499453,revised_upstream
2021,PA,STTR,Phase I,32,33,1,6,True,6324440,6454521,130081,revised_upstream
2021,PA,STTR,Phase II,13,13,0,6,True,15775856,16533685,757829,revised_upstream
2021,PR,SBIR,Phase I,2,2,0,6,True,449996,449996,0,exact
2021,PR,SBIR,Phase II,0,0,0,6,True,783762,0,-783762,revised_upstream
2021,PR,STTR,Phase I,0,0,0,6,True,0,0,0,exact
2021,PR,STTR,Phase II,0,0,0,6,True,0,0,0,exact
2021,RI,SBIR,Phase I,10,12,2,6,True,2686666,3088151,401485,revised_upstream
2021,RI,SBIR,Phase II,8,10,2,6,True,8588041,11677143,3089102,revised_upstream
2021,RI,STTR,Phase I,4,4,0,6,True,1224974,1807117,582143,revised_upstream
2021,RI,STTR,Phase II,2,1,-1,6,True,1586319,1036191,-550128,revised_upstream
2021,SC,SBIR,Phase I,14,13,-1,6,True,3085257,2968019,-117238,revised_upstream
2021,SC,SBIR,Phase II,10,12,2,6,True,9716260,17922682,8206422,revised_upstream
2021,SC,STTR,Phase I,12,12,0,6,True,4537785,4144002,-393783,revised_upstream
2021,SC,STTR,Phase II,4,4,0,6,True,3340115,9595541,6255426,revised_upstream
2021,SD,SBIR,Phase I,2,2,0,6,True,461413,505780,44367,revised_upstream
2021,SD,SBIR,Phase II,2,1,-1,6,True,1960406,1999888,39482,revised_upstream
2021,SD,STTR,Phase I,3,2,-1,6,True,423943,199917,-224026,revised_upstream
2021,SD,STTR,Phase II,1,1,0,6,True,629372,1099986,470614,revised_upstream
2021,TN,SBIR,Phase I,19,21,2,6,True,3968824,3936803,-32021,revised_upstream
2021,TN,SBIR,Phase II,18,16,-2,6,True,22105065,17373936,-4731129,revised_upstream
2021,TN,STTR,Phase I,12,11,-1,6,True,1636210,1338539,-297671,revised_upstream
2021,TN,STTR,Phase II,3,3,0,6,True,3024010,3182258,158248,revised_upstream
2021,TX,SBIR,Phase I,206,216,10,41,True,30497899,33820222,3322323,revised_upstream
2021,TX,SBIR,Phase II,99,105,6,20,True,100998790,126191834,25193044,revised_upstream
2021,TX,STTR,Phase I,60,61,1,12,True,9285965,9521068,235103,revised_upstream
2021,TX,STTR,Phase II,15,14,-1,6,True,14690787,16815588,2124801,revised_upstream
2021,UT,SBIR,Phase I,35,38,3,7,True,7820872,9216979,1396107,revised_upstream
2021,UT,SBIR,Phase II,20,22,2,6,True,30641532,25680323,-4961209,revised_upstream
2021,UT,STTR,Phase I,19,17,-2,6,True,3169355,2988267,-181088,revised_upstream
2021,UT,STTR,Phase II,3,3,0,6,True,4324933,3100000,-1224933,revised_upstream
2021,VA,SBIR,Phase I,184,183,-1,37,True,28249961,28908330,658369,revised_upstream
2021,VA,SBIR,Phase II,134,137,3,27,True,168369730,178837347,10467617,revised_upstream
2021,VA,STTR,Phase I,53,52,-1,11,True,8353253,8373528,20275,revised_upstream
2021,VA,STTR,Phase II,20,22,2,6,True,17791440,25608334,7816894,revised_upstream
2021,VT,SBIR,Phase I,9,10,1,6,True,2034559,2524279,489720,revised_upstream
2021,VT,SBIR,Phase II,5,4,-1,6,True,8997797,7948993,-1048804,revised_upstream
2021,VT,STTR,Phase I,1,1,0,6,True,760219,760219,0,exact
2021,VT,STTR,Phase II,0,0,0,6,True,0,0,0,exact
2021,WA,SBIR,Phase I,80,84,4,16,True,17358724,18079021,720297,revised_upstream
2021,WA,SBIR,Phase II,45,42,-3,9,True,62668616,51065842,-11602774,revised_upstream
2021,WA,STTR,Phase I,19,20,1,6,True,5495216,4735635,-759581,revised_upstream
2021,WA,STTR,Phase II,5,5,0,6,True,5706215,8291990,2585775,revised_upstream
2021,WI,SBIR,Phase I,32,33,1,6,True,6795630,7502218,706588,revised_upstream
2021,WI,SBIR,Phase II,8,8,0,6,True,15237826,9789273,-5448553,revised_upstream
2021,WI,STTR,Phase I,3,4,1,6,True,1062032,955346,-106686,revised_upstream
2021,WI,STTR,Phase II,1,1,0,6,True,799647,1099942,300295,revised_upstream
2021,WV,SBIR,Phase I,3,2,-1,6,True,1240791,495580,-745211,revised_upstream
2021,WV,SBIR,Phase II,1,1,0,6,True,999966,999059,-907,revised_upstream
2021,WV,STTR,Phase I,4,4,0,6,True,641715,621715,-20000,revised_upstream
2021,WV,STTR,Phase II,1,1,0,6,True,1154937,759998,-394939,revised_upstream
2021,WY,SBIR,Phase I,8,12,4,6,True,871474,1868937,997463,revised_upstream
2021,WY,SBIR,Phase II,0,1,1,6,True,873129,244000,-629129,revised_upstream
2021,WY,STTR,Phase I,2,1,-1,6,True,380950,256000,-124950,revised_upstream
2021,WY,STTR,Phase II,0,0,0,6,True,0,0,0,exact
2022,AK,SBIR,Phase I,2,2,0,6,True,272904,272904,0,exact
2022,AK,SBIR,Phase II,3,3,0,6,True,2618783,2618783,0,exact
2022,AK,STTR,Phase I,1,1,0,6,True,49964,49964,0,exact
2022,AK,STTR,Phase II,0,0,0,6,True,0,0,0,exact
2022,AL,SBIR,Phase I,81,82,1,16,True,15575884,15043879,-532005,revised_upstream
2022,AL,SBIR,Phase II,41,44,3,8,True,62123762,60743266,-1380496,revised_upstream
2022,AL,STTR,Phase I,26,26,0,6,True,4138224,4138224,0,exact
2022,AL,STTR,Phase II,11,11,0,6,True,9511837,10448706,936869,revised_upstream
2022,AR,SBIR,Phase I,13,13,0,6,True,2746106,2751106,5000,revised_upstream
2022,AR,SBIR,Phase II,3,4,1,6,True,4587498,7550288,2962790,revised_upstream
2022,AR,STTR,Phase I,1,1,0,6,True,259878,259878,0,exact
2022,AR,STTR,Phase II,2,2,0,6,True,1849994,1849994,0,exact
2022,AZ,SBIR,Phase I,60,59,-1,12,True,12850212,11774882,-1075330,revised_upstream
2022,AZ,SBIR,Phase II,46,46,0,9,True,56928380,63123963,6195583,revised_upstream
2022,AZ,STTR,Phase I,27,23,-4,6,True,6000194,5165698,-834496,revised_upstream
2022,AZ,STTR,Phase II,7,7,0,6,True,12441746,10581719,-1860027,revised_upstream
2022,CA,SBIR,Phase I,594,595,1,119,True,128580264,121522630,-7057634,revised_upstream
2022,CA,SBIR,Phase II,498,500,2,100,True,661628041,654856694,-6771347,revised_upstream
2022,CA,STTR,Phase I,124,125,1,25,True,27957561,28929789,972228,revised_upstream
2022,CA,STTR,Phase II,60,59,-1,12,True,69475402,67401308,-2074094,revised_upstream
2022,CO,SBIR,Phase I,146,149,3,29,True,28468062,28336198,-131864,revised_upstream
2022,CO,SBIR,Phase II,115,121,6,23,True,136911738,155188639,18276901,revised_upstream
2022,CO,STTR,Phase I,39,44,5,8,True,8402702,9455944,1053242,revised_upstream
2022,CO,STTR,Phase II,14,15,1,6,True,11801959,13789854,1987895,revised_upstream
2022,CT,SBIR,Phase I,49,49,0,10,True,10077094,11132690,1055596,revised_upstream
2022,CT,SBIR,Phase II,21,21,0,6,True,27605923,27126013,-479910,revised_upstream
2022,CT,STTR,Phase I,11,12,1,6,True,2488049,2448022,-40027,revised_upstream
2022,CT,STTR,Phase II,3,3,0,6,True,4581218,4447707,-133511,revised_upstream
2022,DC,SBIR,Phase I,15,12,-3,6,True,2657132,2396374,-260758,revised_upstream
2022,DC,SBIR,Phase II,9,12,3,6,True,10730117,15204601,4474484,revised_upstream
2022,DC,STTR,Phase I,4,2,-2,6,True,1034181,635081,-399100,revised_upstream
2022,DC,STTR,Phase II,1,2,1,6,True,992093,2665041,1672948,revised_upstream
2022,DE,SBIR,Phase I,20,16,-4,6,True,4599182,3549446,-1049736,revised_upstream
2022,DE,SBIR,Phase II,14,11,-3,6,True,18975053,14144751,-4830302,revised_upstream
2022,DE,STTR,Phase I,9,9,0,6,True,1975169,2135963,160794,revised_upstream
2022,DE,STTR,Phase II,2,2,0,6,True,2408818,2499971,91153,revised_upstream
2022,FL,SBIR,Phase I,83,90,7,17,True,16278230,17016103,737873,revised_upstream
2022,FL,SBIR,Phase II,89,94,5,18,True,110016519,121429363,11412844,revised_upstream
2022,FL,STTR,Phase I,42,45,3,8,True,9003153,9776852,773699,revised_upstream
2022,FL,STTR,Phase II,12,13,1,6,True,9829010,13620440,3791430,revised_upstream
2022,GA,SBIR,Phase I,29,31,2,6,True,7812057,6776504,-1035553,revised_upstream
2022,GA,SBIR,Phase II,28,29,1,6,True,42343155,40454881,-1888274,revised_upstream
2022,GA,STTR,Phase I,21,21,0,6,True,4633901,5274566,640665,revised_upstream
2022,GA,STTR,Phase II,5,5,0,6,True,5870541,5876972,6431,revised_upstream
2022,HI,SBIR,Phase I,20,20,0,6,True,3521440,3421728,-99712,revised_upstream
2022,HI,SBIR,Phase II,19,19,0,6,True,27401271,41432136,14030865,revised_upstream
2022,HI,STTR,Phase I,4,4,0,6,True,852375,752393,-99982,revised_upstream
2022,HI,STTR,Phase II,3,3,0,6,True,2017525,2908774,891249,revised_upstream
2022,IA,SBIR,Phase I,14,14,0,6,True,3323403,3838395,514992,revised_upstream
2022,IA,SBIR,Phase II,4,4,0,6,True,3973767,4926441,952674,revised_upstream
2022,IA,STTR,Phase I,2,2,0,6,True,556000,556000,0,exact
2022,IA,STTR,Phase II,0,0,0,6,True,0,0,0,exact
2022,ID,SBIR,Phase I,9,8,-1,6,True,1359440,1309444,-49996,revised_upstream
2022,ID,SBIR,Phase II,5,3,-2,6,True,6251183,5330701,-920482,revised_upstream
2022,ID,STTR,Phase I,2,2,0,6,True,189855,289786,99931,revised_upstream
2022,ID,STTR,Phase II,1,1,0,6,True,749999,749999,0,exact
2022,IL,SBIR,Phase I,60,65,5,12,True,12348789,13071028,722239,revised_upstream
2022,IL,SBIR,Phase II,56,57,1,11,True,80436448,85939018,5502570,revised_upstream
2022,IL,STTR,Phase I,17,19,2,6,True,4016310,3832514,-183796,revised_upstream
2022,IL,STTR,Phase II,14,16,2,6,True,13113482,19875909,6762427,revised_upstream
2022,IN,SBIR,Phase I,22,22,0,6,True,6233601,5681967,-551634,revised_upstream
2022,IN,SBIR,Phase II,21,23,2,6,True,22694132,25786075,3091943,revised_upstream
2022,IN,STTR,Phase I,13,13,0,6,True,3179291,3079807,-99484,revised_upstream
2022,IN,STTR,Phase II,5,5,0,6,True,5227181,6348511,1121330,revised_upstream
2022,KS,SBIR,Phase I,8,7,-1,6,True,2140347,1741915,-398432,revised_upstream
2022,KS,SBIR,Phase II,8,8,0,6,True,9416684,8309246,-1107438,revised_upstream
2022,KS,STTR,Phase I,5,5,0,6,True,1147407,1147407,0,exact
2022,KS,STTR,Phase II,0,0,0,6,True,0,0,0,exact
2022,KY,SBIR,Phase I,13,13,0,6,True,3025713,3025713,0,exact
2022,KY,SBIR,Phase II,11,11,0,6,True,17501891,17763269,261378,revised_upstream
2022,KY,STTR,Phase I,7,5,-2,6,True,1981712,1094798,-886914,revised_upstream
2022,KY,STTR,Phase II,5,5,0,6,True,5647827,5060807,-587020,revised_upstream
2022,LA,SBIR,Phase I,10,10,0,6,True,2057067,1809174,-247893,revised_upstream
2022,LA,SBIR,Phase II,12,12,0,6,True,23709787,26222584,2512797,revised_upstream
2022,LA,STTR,Phase I,10,10,0,6,True,2093698,2148698,55000,revised_upstream
2022,LA,STTR,Phase II,2,2,0,6,True,3282859,3497967,215108,revised_upstream
2022,MA,SBIR,Phase I,299,303,4,60,True,64126151,63939285,-186866,revised_upstream
2022,MA,SBIR,Phase II,234,235,1,47,True,328787042,338474864,9687822,revised_upstream
2022,MA,STTR,Phase I,72,73,1,14,True,15990579,15711270,-279309,revised_upstream
2022,MA,STTR,Phase II,29,30,1,6,True,34717668,35180628,462960,revised_upstream
2022,MD,SBIR,Phase I,104,110,6,21,True,25847998,23447938,-2400060,revised_upstream
2022,MD,SBIR,Phase II,84,82,-2,17,True,130586674,116822333,-13764341,revised_upstream
2022,MD,STTR,Phase I,34,40,6,7,True,7114341,8590872,1476531,revised_upstream
2022,MD,STTR,Phase II,11,9,-2,6,True,16428443,12304956,-4123487,revised_upstream
2022,ME,SBIR,Phase I,4,4,0,6,True,759605,759605,0,exact
2022,ME,SBIR,Phase II,2,2,0,6,True,3192168,1899356,-1292812,revised_upstream
2022,ME,STTR,Phase I,1,1,0,6,True,256000,256000,0,exact
2022,ME,STTR,Phase II,0,0,0,6,True,0,0,0,exact
2022,MI,SBIR,Phase I,53,54,1,11,True,12832247,13132043,299796,revised_upstream
2022,MI,SBIR,Phase II,44,42,-2,9,True,55607893,63405954,7798061,revised_upstream
2022,MI,STTR,Phase I,22,22,0,6,True,4730154,4450605,-279549,revised_upstream
2022,MI,STTR,Phase II,7,7,0,6,True,11190638,8171848,-3018790,revised_upstream
2022,MN,SBIR,Phase I,35,35,0,7,True,10342234,9709597,-632637,revised_upstream
2022,MN,SBIR,Phase II,31,33,2,6,True,41985001,51386075,9401074,revised_upstream
2022,MN,STTR,Phase I,15,14,-1,6,True,3713613,4160837,447224,revised_upstream
2022,MN,STTR,Phase II,5,4,-1,6,True,5246135,4701928,-544207,revised_upstream
2022,MO,SBIR,Phase I,18,19,1,6,True,4111838,4573550,461712,revised_upstream
2022,MO,SBIR,Phase II,17,18,1,6,True,34624005,35438397,814392,revised_upstream
2022,MO,STTR,Phase I,8,7,-1,6,True,2395675,3511977,1116302,revised_upstream
2022,MO,STTR,Phase II,4,3,-1,6,True,8400090,5023808,-3376282,revised_upstream
2022,MS,SBIR,Phase I,1,1,0,6,True,49572,49572,0,exact
2022,MS,SBIR,Phase II,0,0,0,6,True,0,0,0,exact
2022,MS,STTR,Phase I,0,0,0,6,True,0,0,0,exact
2022,MS,STTR,Phase II,1,1,0,6,True,876494,2693585,1817091,revised_upstream
2022,MT,SBIR,Phase I,10,10,0,6,True,1690129,1790062,99933,revised_upstream
2022,MT,SBIR,Phase II,8,8,0,6,True,9408058,10449167,1041109,revised_upstream
2022,MT,STTR,Phase I,5,4,-1,6,True,972318,722557,-249761,revised_upstream
2022,MT,STTR,Phase II,2,2,0,6,True,1499963,1499963,0,exact
2022,NC,SBIR,Phase I,84,92,8,17,True,22639960,23701589,1061629,revised_upstream
2022,NC,SBIR,Phase II,74,80,6,15,True,111994115,133247201,21253086,revised_upstream
2022,NC,STTR,Phase I,35,33,-2,7,True,9468368,9366193,-102175,revised_upstream
2022,NC,STTR,Phase II,9,9,0,6,True,14919973,12933411,-1986562,revised_upstream
2022,ND,SBIR,Phase I,1,2,1,6,True,249974,562522,312548,revised_upstream
2022,ND,SBIR,Phase II,0,0,0,6,True,0,0,0,exact
2022,ND,STTR,Phase I,0,0,0,6,True,0,0,0,exact
2022,ND,STTR,Phase II,0,0,0,6,True,0,0,0,exact
2022,NE,SBIR,Phase I,5,4,-1,6,True,1005649,831414,-174235,revised_upstream
2022,NE,SBIR,Phase II,6,6,0,6,True,7314258,9987977,2673719,revised_upstream
2022,NE,STTR,Phase I,0,0,0,6,True,0,0,0,exact
2022,NE,STTR,Phase II,1,1,0,6,True,749975,749975,0,exact
2022,NH,SBIR,Phase I,33,34,1,7,True,6314993,6402032,87039,revised_upstream
2022,NH,SBIR,Phase II,33,31,-2,7,True,37395939,36404667,-991272,revised_upstream
2022,NH,STTR,Phase I,16,16,0,6,True,4177063,3786327,-390736,revised_upstream
2022,NH,STTR,Phase II,1,1,0,6,True,2694575,1983371,-711204,revised_upstream
2022,NJ,SBIR,Phase I,41,42,1,8,True,8725127,8148244,-576883,revised_upstream
2022,NJ,SBIR,Phase II,41,45,4,8,True,58367172,50799658,-7567514,revised_upstream
2022,NJ,STTR,Phase I,19,21,2,6,True,4445208,5002982,557774,revised_upstream
2022,NJ,STTR,Phase II,6,6,0,6,True,7342946,4846754,-2496192,revised_upstream
2022,NM,SBIR,Phase I,30,30,0,6,True,5601839,5314472,-287367,revised_upstream
2022,NM,SBIR,Phase II,25,25,0,6,True,30693892,28287855,-2406037,revised_upstream
2022,NM,STTR,Phase I,8,8,0,6,True,1417415,1417415,0,exact
2022,NM,STTR,Phase II,8,7,-1,6,True,8482860,6330283,-2152577,revised_upstream
2022,NV,SBIR,Phase I,4,5,1,6,True,538638,588634,49996,revised_upstream
2022,NV,SBIR,Phase II,3,4,1,6,True,3197668,3944971,747303,revised_upstream
2022,NV,STTR,Phase I,2,3,1,6,True,299999,549760,249761,revised_upstream
2022,NV,STTR,Phase II,1,1,0,6,True,1100000,748304,-351696,revised_upstream
2022,NY,SBIR,Phase I,136,136,0,27,True,32429957,29076849,-3353108,revised_upstream
2022,NY,SBIR,Phase II,116,113,-3,23,True,146833221,155673683,8840462,revised_upstream
2022,NY,STTR,Phase I,36,34,-2,7,True,8958208,8233046,-725162,revised_upstream
2022,NY,STTR,Phase II,14,15,1,6,True,18830529,18392788,-437741,revised_upstream
2022,OH,SBIR,Phase I,116,114,-2,23,True,18890177,18329172,-561005,revised_upstream
2022,OH,SBIR,Phase II,83,83,0,17,True,102902369,103566134,663765,revised_upstream
2022,OH,STTR,Phase I,45,45,0,9,True,8691768,9137640,445872,revised_upstream
2022,OH,STTR,Phase II,19,21,2,6,True,17537303,23254663,5717360,revised_upstream
2022,OK,SBIR,Phase I,9,10,1,6,True,1043140,1402259,359119,revised_upstream
2022,OK,SBIR,Phase II,7,6,-1,6,True,8986380,6943598,-2042782,revised_upstream
2022,OK,STTR,Phase I,5,4,-1,6,True,927579,727631,-199948,revised_upstream
2022,OK,STTR,Phase II,6,5,-1,6,True,4480682,3730889,-749793,revised_upstream
2022,OR,SBIR,Phase I,39,38,-1,8,True,10552417,9705744,-846673,revised_upstream
2022,OR,SBIR,Phase II,23,23,0,6,True,30539372,29031246,-1508126,revised_upstream
2022,OR,STTR,Phase I,9,8,-1,6,True,2205916,1900956,-304960,revised_upstream
2022,OR,STTR,Phase II,1,1,0,6,True,2434226,1730598,-703628,revised_upstream
2022,PA,SBIR,Phase I,114,109,-5,23,True,26553804,25142125,-1411679,revised_upstream
2022,PA,SBIR,Phase II,105,102,-3,21,True,162703750,163954080,1250330,revised_upstream
2022,PA,STTR,Phase I,33,34,1,7,True,7672985,8521391,848406,revised_upstream
2022,PA,STTR,Phase II,12,12,0,6,True,15360427,12703082,-2657345,revised_upstream
2022,PR,SBIR,Phase I,4,4,0,6,True,826692,826692,0,exact
2022,PR,SBIR,Phase II,1,1,0,6,True,1000000,2000000,1000000,revised_upstream
2022,PR,STTR,Phase I,0,0,0,6,True,0,0,0,exact
2022,PR,STTR,Phase II,0,0,0,6,True,0,0,0,exact
2022,RI,SBIR,Phase I,14,13,-1,6,True,3215896,2913294,-302602,revised_upstream
2022,RI,SBIR,Phase II,5,6,1,6,True,6820219,8672563,1852344,revised_upstream
2022,RI,STTR,Phase I,4,4,0,6,True,910507,914883,4376,revised_upstream
2022,RI,STTR,Phase II,1,0,-1,6,True,1298872,0,-1298872,revised_upstream
2022,SC,SBIR,Phase I,14,16,2,6,True,3470931,5118258,1647327,revised_upstream
2022,SC,SBIR,Phase II,13,13,0,6,True,17471845,17856378,384533,revised_upstream
2022,SC,STTR,Phase I,13,14,1,6,True,4544170,5043327,499157,revised_upstream
2022,SC,STTR,Phase II,1,2,1,6,True,2129304,3691343,1562039,revised_upstream
2022,SD,SBIR,Phase I,5,4,-1,6,True,989672,739968,-249704,revised_upstream
2022,SD,SBIR,Phase II,2,1,-1,6,True,1896607,1099344,-797263,revised_upstream
2022,SD,STTR,Phase I,1,1,0,6,True,172998,172998,0,exact
2022,SD,STTR,Phase II,2,2,0,6,True,1676585,1849539,172954,revised_upstream
2022,TN,SBIR,Phase I,17,16,-1,6,True,2942191,2943028,837,revised_upstream
2022,TN,SBIR,Phase II,17,16,-1,6,True,23056134,20611573,-2444561,revised_upstream
2022,TN,STTR,Phase I,14,14,0,6,True,3059917,3066480,6563,revised_upstream
2022,TN,STTR,Phase II,6,6,0,6,True,6459287,5493024,-966263,revised_upstream
2022,TX,SBIR,Phase I,174,179,5,35,True,34306067,33519804,-786263,revised_upstream
2022,TX,SBIR,Phase II,138,143,5,28,True,171104513,166006967,-5097546,revised_upstream
2022,TX,STTR,Phase I,73,72,-1,15,True,14909107,15863763,954656,revised_upstream
2022,TX,STTR,Phase II,22,21,-1,6,True,21354662,18798771,-2555891,revised_upstream
2022,UT,SBIR,Phase I,46,47,1,9,True,11192535,10133732,-1058803,revised_upstream
2022,UT,SBIR,Phase II,27,29,2,6,True,35352611,41175386,5822775,revised_upstream
2022,UT,STTR,Phase I,11,11,0,6,True,2160414,1811096,-349318,revised_upstream
2022,UT,STTR,Phase II,7,7,0,6,True,6122175,6672157,549982,revised_upstream
2022,VA,SBIR,Phase I,168,165,-3,34,True,31545813,30961203,-584610,revised_upstream
2022,VA,SBIR,Phase II,135,132,-3,27,True,177484480,166871020,-10613460,revised_upstream
2022,VA,STTR,Phase I,58,57,-1,12,True,10661621,10179308,-482313,revised_upstream
2022,VA,STTR,Phase II,18,19,1,6,True,19094177,23720722,4626545,revised_upstream
2022,VT,SBIR,Phase I,4,4,0,6,True,2000072,1945072,-55000,revised_upstream
2022,VT,SBIR,Phase II,7,8,1,6,True,10848922,11384022,535100,revised_upstream
2022,VT,STTR,Phase I,2,2,0,6,True,754271,754271,0,exact
2022,VT,STTR,Phase II,1,1,0,6,True,1992684,2985268,992584,revised_upstream
2022,WA,SBIR,Phase I,60,57,-3,12,True,14556264,14778625,222361,revised_upstream
2022,WA,SBIR,Phase II,53,52,-1,11,True,68326592,64485760,-3840832,revised_upstream
2022,WA,STTR,Phase I,15,14,-1,6,True,4184915,3857075,-327840,revised_upstream
2022,WA,STTR,Phase II,12,12,0,6,True,12952549,13690302,737753,revised_upstream
2022,WI,SBIR,Phase I,26,26,0,6,True,6319052,5858097,-460955,revised_upstream
2022,WI,SBIR,Phase II,20,19,-1,6,True,24922491,22231049,-2691442,revised_upstream
2022,WI,STTR,Phase I,8,8,0,6,True,1571855,1571855,0,exact
2022,WI,STTR,Phase II,2,3,1,6,True,3075269,4114504,1039235,revised_upstream
2022,WV,SBIR,Phase I,2,3,1,6,True,224900,624886,399986,revised_upstream
2022,WV,SBIR,Phase II,4,4,0,6,True,6878148,6443149,-434999,revised_upstream
2022,WV,STTR,Phase I,2,2,0,6,True,399999,399999,0,exact
2022,WV,STTR,Phase II,0,0,0,6,True,0,0,0,exact
2022,WY,SBIR,Phase I,9,8,-1,6,True,1431490,1330973,-100517,revised_upstream
